user,movie
5654,1633
5654,2329
5654,3148
5654,3510
5654,2693
5654,357
5654,562
5654,1285
5654,3551
5654,1639
5654,1517
5654,2683
5654,1449
5654,3347
5654,1393
5654,3358
5654,1719
5654,337
5654,39
5654,2611
5654,1500
5654,954
5654,2439
5654,1699
5654,1034
5654,3421
5654,1243
5654,2580
5654,25
5654,1259
5654,778
5387,1916
4277,2881
4277,2179
4277,836
4277,1744
3106,2165
1352,2131
624,2427
4277,1770
1579,101
5630,3593
5630,3247
5630,2300
496,2212
496,965
4958,1030
4958,2033
4958,2048
4958,661
4958,2096
4958,2099
4958,1022
4958,2087
4958,1387
424,3477
4958,3391
4958,1760
424,3721
4958,203
4958,1588
4958,2253
4958,3688
4958,2431
4958,2478
4958,2088
4958,1888
1113,1914
195,1301
195,3764
195,1702
195,1183
195,3007
195,2791
195,410
195,2748
195,2792
4958,2717
4958,2413
4958,2082
4958,157
4958,1911
4958,586
4958,3786
4958,2581
4958,2424
1425,2221
4958,539
4958,2539
4958,1485
4958,1064
4958,708
4958,141
1425,1464
1425,3480
4958,1777
1425,3186
4958,562
1425,3089
4958,2003
195,468
4958,471
4958,3052
4958,2526
4958,3354
4958,1037
4958,3704
4958,185
4958,1375
4958,2530
4958,3745
4958,780
4958,2015
4958,2021
4958,2
4958,2161
4958,1009
4958,1967
3520,1461
3520,627
3520,1281
3520,1939
3520,1945
3520,2132
5394,251
1912,2488
1019,12
1019,1263
419,3793
419,3114
419,2762
419,2724
419,2396
419,2394
419,2959
419,3510
419,2605
419,2881
419,1911
419,2355
419,1127
419,1411
419,1136
419,903
419,1207
419,1203
419,3196
419,1198
419,1196
419,50
419,905
419,928
419,912
419,2858
419,527
419,1219
419,919
419,318
419,3871
419,899
419,2028
419,1927
419,266
419,1408
419,2707
419,457
419,1262
419,3654
419,2424
419,1721
419,934
419,489
419,377
419,3408
419,260
419,333
419,886
419,1374
419,1726
419,1954
419,1234
419,3156
419,204
419,3836
419,1947
419,1303
419,1682
419,1686
419,1393
419,2683
419,2617
419,902
419,2324
419,2458
419,455
419,1461
419,2016
419,2012
419,3248
419,3247
419,2011
419,497
419,1962
419,932
419,933
419,1270
419,923
2395,2840
2395,555
1647,3328
1317,1962
3172,3764
3172,2355
3172,3751
937,2278
937,1479
343,2498
343,1569
343,2617
343,500
5046,2927
4277,3275
648,2612
648,2926
648,923
4312,2011
4312,2420
4312,3204
4312,1129
4312,3078
4312,835
4312,2355
4312,300
4312,2764
4312,3949
4312,3683
4312,1293
3693,911
1579,2953
195,1456
4958,1621
4958,1339
4958,543
4958,3869
4958,3571
4958,1059
4958,1441
4958,2301
4958,3033
4958,2116
4958,3159
4958,2139
4958,3591
4958,1641
4958,2115
4958,1409
4958,446
4958,3477
4958,2085
4958,3267
4958,2108
4958,2745
4958,3174
4958,3087
4958,587
4958,1754
4958,2117
4958,1535
4958,3251
4958,3675
4958,969
4958,610
4958,3448
4958,581
4958,1673
4958,1183
4958,2664
4958,2959
4958,3479
4958,2137
4958,1275
4958,508
4958,1961
4958,2872
4958,1693
4958,3703
424,3521
4958,62
4958,2240
4958,1682
4958,2844
4958,534
4958,2966
4958,769
5312,2501
1415,3241
4958,3071
4958,364
4958,1111
4958,3936
4958,1287
4958,3081
4958,594
4958,1678
4958,531
4958,457
4958,3105
4958,3751
4958,3160
4958,1246
4958,2181
4958,2396
4958,1734
4958,1289
4958,2725
4958,2648
4958,2946
4958,1929
4958,1208
4958,3905
4958,2582
4958,2006
398,225
398,1645
398,481
398,1648
398,1343
398,293
398,1610
398,1805
398,16
398,2391
398,3551
398,1748
398,47
398,373
398,1089
398,457
398,1249
398,3147
398,111
398,593
398,1267
398,608
398,50
398,185
398,2657
398,1921
398,24
398,1396
398,1584
398,1097
398,1240
398,32
398,541
398,1206
398,750
398,1196
398,1175
398,3262
398,1464
398,648
398,2844
398,1711
398,1589
398,2583
398,3386
398,3476
398,2076
398,1086
398,1625
398,924
398,3730
398,1617
398,904
398,1252
398,1171
398,1885
398,1732
398,45
398,1297
398,3556
398,2321
398,440
398,1923
398,562
398,3317
398,180
398,1078
398,1663
398,2918
398,2797
398,356
398,1449
398,39
398,2282
398,34
398,1845
398,3174
398,1234
398,1784
398,2109
398,1060
398,3108
398,2915
398,3361
398,2248
398,2791
398,1500
398,441
398,3253
398,3911
398,3037
398,3052
398,1079
398,1285
398,2174
398,2804
3158,2360
398,3481
398,2064
398,3396
398,1394
398,3421
398,1288
398,1276
398,1265
398,3362
398,2289
398,1230
398,2116
398,1073
398,480
398,3168
398,1259
398,2871
398,434
398,1917
398,1769
398,3697
398,2334
398,1479
398,3441
398,3452
398,3274
398,3698
398,3755
398,780
398,1627
398,736
398,1552
398,1876
398,1488
398,3020
398,353
398,2628
398,2613
398,112
398,1792
398,1047
398,2023
398,3256
398,1608
398,1215
398,21
398,2278
398,6
398,1127
398,2916
398,1916
398,3267
398,198
398,3527
398,377
398,3104
398,1220
398,733
398,1222
398,1527
398,876
398,2353
398,2912
398,1197
398,110
398,1036
398,1953
398,1200
398,2571
398,589
398,1214
398,3265
398,1304
398,1221
398,858
398,2715
398,3798
398,3176
398,2763
398,2396
398,3081
398,2762
398,2395
398,2692
398,2724
398,2598
398,2490
398,2502
398,3325
398,3623
398,2734
398,2805
398,3354
398,3752
398,3160
398,785
398,2318
398,3578
398,2580
398,2716
398,2959
398,2712
398,3115
398,3408
398,2599
398,1093
398,3543
398,223
398,3952
398,3863
398,3751
398,3794
398,2976
398,2710
398,3298
398,2997
398,2707
398,2706
398,2858
398,2572
398,2028
398,1580
398,1210
398,1503
5654,3489
5654,858
5654,1136
5654,1391
5654,3354
5654,2594
5654,3007
5654,549
5654,3859
5654,162
5654,1649
5654,910
5654,3882
5654,3948
5654,3328
5654,3949
5654,3784
195,1254
1113,1921
1088,2107
1088,999
1088,3426
1088,154
1088,3872
1088,1060
1088,446
1088,2712
1605,2348
1605,2583
2985,2012
2985,497
3106,926
1274,670
1274,3099
1274,3739
1912,680
424,177
1946,996
4829,309
4600,1799
1426,2502
3080,496
3080,3317
3080,3851
1912,3832
5948,304
424,1939
424,3005
424,3109
424,628
3693,1629
5841,278
1912,3075
4934,135
624,3341
3732,348
3732,2973
3732,953
3732,307
3732,906
3732,2014
3732,3681
3732,1262
3732,3469
3732,2248
3732,3836
343,2355
195,2808
4058,3733
4579,2542
343,3426
4579,2076
5156,2565
4126,3300
5948,261
1912,3794
2648,2763
2648,3483
2648,2013
2648,299
2648,3543
2648,150
2648,3524
2648,247
2648,3421
2648,1094
2648,1207
2648,2423
5172,2926
5172,916
5172,1080
5172,2015
5172,3710
5172,305
5172,2628
5172,1189
5172,2407
5172,3724
5172,3701
5172,1291
5172,3868
5172,410
5172,2105
5172,327
5172,344
5172,2701
5172,1172
5172,3500
5172,3272
5172,2640
5172,3176
5172,3714
5172,1385
5172,2732
5172,2424
5172,2763
5172,781
5172,2253
5172,2836
5172,1201
5172,509
5172,2007
5172,2971
5172,2378
5172,2468
5172,1207
5172,3831
5172,1378
5172,3063
5172,3079
5172,1513
5172,1542
5172,3524
5172,2144
5172,2247
5172,144
5172,3793
5172,231
5172,2011
5172,82
5172,3160
5172,3448
5172,1416
5172,552
5172,3052
5172,3638
5172,2431
5172,3247
5172,218
5557,3471
5557,3186
5557,3578
5557,2959
5557,610
5557,1500
349,1717
349,3785
349,3081
5948,1511
1113,1394
1579,1732
3693,648
3012,3858
3012,3355
3012,3300
3012,2424
3012,3793
3012,1909
3012,1278
3012,3263
3012,3254
3012,2701
3012,3809
3012,2662
3012,382
3012,2359
3012,1515
3012,2808
3012,3555
3012,1682
3012,1266
3012,338
3012,332
3012,2916
3012,1722
3012,380
3012,553
3012,2890
3012,2672
3012,589
3012,2288
3012,552
3012,330
3012,111
3012,2346
3012,3699
3012,2641
3012,2393
3012,1371
3012,2628
3012,329
3012,1356
3012,1210
3012,1376
3012,1375
3012,1372
3012,377
3012,3827
3012,2322
3012,3081
3012,2009
3012,3033
3012,574
3012,3785
3012,2762
3012,3247
3012,531
3012,527
3012,2028
3012,593
3012,2986
3012,3698
3012,2851
3012,317
3012,2395
3012,2657
3012,2091
3012,2093
3012,3697
3012,3527
3012,3024
3012,2321
3012,1476
3012,3753
3012,2117
3012,371
3012,2709
3012,3869
3012,2120
3012,370
3012,1907
3012,3499
3012,3623
3012,1136
3012,1080
3012,2006
3012,3704
3012,491
3012,1409
3012,1391
3012,1544
3012,1831
3012,3702
3012,1294
3012,364
3012,663
3012,3476
3012,1614
3012,2450
3012,880
3012,780
3012,2054
3012,1566
3012,610
3012,1265
3012,1235
3012,3
3012,799
3012,1641
3012,3269
3012,3802
3012,3927
3012,2959
3012,3020
3012,608
3012,454
3012,2291
3012,2353
3012,2021
3012,2712
3012,1097
3012,1129
3012,1261
3012,653
3012,1370
3012,2616
3012,750
3012,165
3012,3258
3012,590
3012,1876
3012,442
3012,1100
3012,2140
3012,1584
3012,2532
3012,3471
3012,223
3012,1206
3012,435
3012,95
3012,2530
3012,3156
3012,2034
3012,1233
3012,2531
3012,1270
3012,2012
3012,1092
3012,674
3012,2011
3012,13
3012,2706
3012,1517
3012,150
3012,1215
3012,2699
3012,2294
3012,3701
3012,1690
3012,3070
3012,1320
3012,2311
3012,2826
3012,1127
3012,924
3012,1019
1946,1220
1946,144
3410,1197
2395,3178
1733,2511
5100,1350
5100,2186
349,2412
349,2167
349,196
349,1347
349,185
349,788
349,135
349,223
349,65
349,2699
349,145
349,2060
1113,527
5387,1306
5387,2645
5387,2395
5387,1294
5387,1292
5387,947
5387,2599
5387,2791
5387,1963
5387,3083
5387,1136
5387,2511
5387,2912
5387,206
5387,3859
5387,2693
5387,2677
5387,581
5387,3188
5387,1192
5387,246
5387,1189
5387,162
355,1449
355,3536
1897,916
1748,292
5636,3028
5636,3246
5636,381
5636,3773
5636,265
5636,2920
5636,3525
5636,2335
4277,147
3693,76
424,1935
1912,3598
1912,3000
4085,2318
4085,3593
3454,3879
1015,317
1015,3503
102,2877
102,2040
102,2012
102,2011
102,203
1733,1754
102,2212
102,3099
102,926
102,922
1912,1393
349,3949
349,288
5878,1967
5878,2413
5878,3704
5878,3251
5878,3138
5878,2639
5878,2115
5878,2140
5878,2005
5878,2414
5878,1275
5878,1378
5878,3211
5878,2161
5878,3109
5878,2734
5878,2193
5878,2417
5878,3479
5878,2076
5878,1285
5878,1290
5878,2097
5878,3112
5878,3480
5878,3844
5878,2139
5878,1199
5878,1958
5878,1291
5878,3703
5878,2077
5878,1220
5878,3071
5878,2401
5878,2114
5878,1197
5878,1186
5878,1394
5878,2022
5878,1196
5878,1258
5878,2312
5878,2104
5878,1295
5878,2248
5878,3019
5878,1185
5878,1224
5878,2020
5878,1299
5878,541
5878,1307
5878,1296
5878,3683
5878,3679
5878,1172
5878,1417
5878,2052
5878,1842
5878,3005
5878,1379
5878,182
5878,2617
5878,92
5878,2461
5878,839
5878,881
5878,1713
5878,1457
5878,218
5878,782
5878,2154
5878,736
5878,1391
5878,788
5878,2269
5878,724
5878,1801
5878,266
5878,2674
5878,2325
5878,2826
5878,3264
5878,1629
5878,2995
5878,3489
5878,1047
5878,207
5878,2082
5878,303
5878,2335
5878,1856
5878,700
5878,410
5878,1487
5878,2875
5878,851
5878,1409
5878,3247
5878,1027
5878,352
5878,1875
5878,1020
5878,1804
5878,57
5878,2437
5878,2120
5878,1342
5878,2702
5878,35
5878,874
5878,1855
5878,1049
5878,383
5878,1717
5878,2581
5878,3051
5878,282
5878,552
5878,3155
5878,340
5878,1399
5878,46
5878,1727
5878,40
5878,195
5878,2723
5878,2844
5878,269
5878,3528
5878,2023
5878,2718
5878,2432
5878,147
5878,170
5878,837
5878,273
5878,1513
5878,22
5878,2025
5878,613
5878,3269
5878,3838
5878,1735
5878,3477
5878,1589
5878,2583
5878,1684
5878,574
5878,1895
5878,2167
5878,2433
5878,43
5878,3809
5878,358
5878,1614
5878,491
5878,155
5878,2763
5878,361
5878,3186
5878,1909
5878,1366
5878,2712
5878,381
5878,3259
5878,805
5878,2006
5878,3081
5878,101
5878,1721
5878,2700
5878,3107
5878,85
5878,1343
5878,3128
5878,3179
5878,1498
5878,1408
5878,222
5878,986
5878,650
5878,2572
5878,1907
5878,1183
5878,1545
5878,3256
5878,1777
5878,728
5878,3175
5878,2232
5878,1805
5878,2125
5878,21
5878,194
5878,835
5878,2439
5878,1190
5878,1397
5878,3118
5878,3147
5878,29
5878,2236
5878,581
5878,3108
5878,1889
5878,678
5878,2542
5878,2340
5878,1175
5878,428
5878,477
5878,2908
5878,1639
5878,553
5878,475
5878,1500
5878,3160
5878,3260
5878,1806
5878,661
5878,1633
5878,2395
5878,356
5878,2271
5878,28
5878,563
5878,1897
5878,2890
5878,1060
5878,3499
5878,1245
5878,412
5878,3000
5878,2609
5878,2692
5878,1484
5878,2761
5878,2336
5878,2310
5878,2321
5878,152
5878,2357
5878,2396
5878,25
5878,32
5878,2028
5878,671
5878,83
5878,2997
5878,2330
5878,1361
5878,3713
5878,3299
5878,3484
5878,3826
5878,3821
5878,3273
5878,3752
5878,3623
5878,3534
5878,3896
5878,3753
5878,3300
5878,3830
5878,3565
5878,3863
5878,3755
5878,3536
5878,3948
5878,3893
5878,3793
5878,3578
5878,3556
5878,3624
5878,3512
5878,3910
5878,3911
5878,3481
5878,3897
5878,3949
424,1268
424,1946
424,165
3462,2528
424,42
1352,1572
1912,1187
4834,223
349,6
3550,2329
487,344
487,2054
1524,904
4582,1354
3462,434
3462,110
3462,2530
3462,2133
3462,1188
343,1015
5682,79
1958,466
1958,1566
1958,1081
1958,2736
1958,2108
1958,2136
1958,440
1958,3189
1958,1028
1958,2080
1958,2395
1958,2282
1958,1388
1958,3639
1958,3638
1958,2991
1958,3635
1524,2186
2232,3177
2232,3896
2232,3555
2232,3785
2232,3755
2232,3882
2232,3566
2232,3786
2232,3512
2232,3408
2232,3852
2232,3298
2232,3948
2232,3952
2232,3317
2232,3893
2232,3911
2232,3949
678,2681
1748,648
1088,2852
1088,3721
1088,1120
1088,2188
1088,577
1088,1201
1088,3171
5635,914
5635,1527
5635,2617
5635,60
195,3746
1165,999
5580,346
1165,2664
2814,3864
2814,3357
1306,1834
2814,3147
2814,1307
2814,50
2814,1303
1113,541
2898,2395
2898,2502
2898,3752
2898,3826
2898,2318
2898,2333
2898,2716
2898,3175
2898,3564
2898,2712
2898,2605
2898,2355
2898,2699
2898,2827
2898,3754
3473,3747
4958,1831
2188,3571
1579,3683
5580,1210
5580,3243
5580,628
1748,3713
1851,1212
1851,1198
1851,3544
237,2081
2918,3859
3693,909
549,3824
549,3646
549,3901
549,3861
549,3948
549,3409
549,3535
549,3190
1113,3134
1113,1221
5682,1302
231,1974
231,1975
231,1978
231,1977
231,1976
231,1981
231,1980
231,1979
5539,1927
5539,999
1912,3916
1912,3360
1019,1594
1019,337
1019,334
1019,3006
1019,3481
5636,1991
3519,2502
3519,157
424,1297
3106,953
1946,112
1946,2779
1946,919
1946,1673
1946,1291
1946,1198
1946,2115
1946,2108
1946,3422
1946,1454
1946,180
1946,788
1946,3361
1946,3261
1946,3210
1946,508
1946,1393
1946,1276
1946,1193
1946,1784
1946,3882
1946,1208
1946,3072
1946,2028
1946,1729
1946,296
1946,1704
1946,628
2395,3906
911,2924
4582,2318
518,1844
1912,164
487,2926
487,1270
424,247
1426,1304
5156,1292
1748,2094
1748,733
4042,2167
4591,36
4591,549
4591,3514
4591,2959
1946,493
424,305
424,719
424,891
5413,3267
1605,29
1605,2029
487,1517
3550,364
4958,196
5948,1938
5948,3467
5948,1288
5948,1304
5948,1283
5948,224
1780,3129
2270,2011
2270,1722
2270,2012
2270,10
2270,3639
2270,2949
2270,2947
2270,1270
4591,2792
4591,2791
4591,1125
4591,1234
4591,3503
4591,3639
4591,2949
4591,2622
4591,3285
4591,3566
4591,3863
4591,3510
4591,3578
4591,3317
1142,1213
1395,3735
3732,954
3732,1263
3732,3296
3732,1213
3732,3713
624,1281
343,3300
3113,1721
1946,1095
1946,3019
1946,1060
1946,858
1946,2023
1946,1221
1946,1466
1946,2959
1946,3060
1165,1509
1165,2520
1165,2580
1165,3186
1165,3556
937,2012
937,2016
937,1375
937,317
937,2011
937,1095
937,497
937,2300
937,2926
2878,2042
2878,317
2878,3646
1912,2890
5539,140
1954,3784
3509,1991
3509,292
169,1081
4607,1218
4607,2012
4607,2877
4607,1375
4607,10
4607,1722
4607,2011
4607,3639
4607,2990
4607,3635
4607,933
4607,922
1794,3593
1794,3824
1794,3825
1794,3915
1912,1375
1912,1208
2395,3899
4816,456
4816,2996
4816,1061
4816,2058
4816,1213
4816,2575
3041,2023
3041,1221
1274,2905
1274,965
1274,3415
1274,1095
1912,2201
3473,1914
4277,1059
4277,1501
4277,2015
1113,3267
1113,2248
1113,3386
1113,3000
1113,3364
1748,926
3518,1186
2063,801
2063,166
2063,3865
5394,3262
424,3416
1733,3649
1597,2248
1421,1357
1556,1208
1556,3793
4384,3752
4384,3948
4384,2959
1912,2209
3391,489
3391,1526
3391,2558
3391,1488
3391,1645
3391,3882
3391,3794
3391,42
3391,437
146,3292
146,1248
146,1344
146,1179
3391,3646
3391,3618
3391,3176
3391,2628
3391,1358
3391,2502
3391,1529
3391,996
3391,1918
3391,3747
3391,1121
3391,1093
3391,1641
3391,700
3391,2060
3391,1784
3391,3478
3391,1127
3391,34
3391,147
3113,2959
4582,2997
1113,1281
1113,2726
1748,2353
3462,3698
3462,518
3462,3753
3462,2639
3462,719
3462,282
3462,3480
3462,3752
3462,1544
3462,1855
3462,3489
3462,3826
3462,3175
3462,1036
3462,2137
3462,585
3462,3911
3462,2791
3093,933
3093,926
3093,1935
5312,1241
1329,2539
5636,3889
5636,3173
5636,2976
3113,593
3824,2656
3824,3847
3824,724
3824,2606
3824,2789
3824,879
3824,220
3824,2459
3824,532
3824,3024
3824,3892
3824,382
3824,407
3824,3930
3824,1982
3113,3481
239,58
239,3006
1733,1204
2859,3317
3519,3077
3519,3136
624,2693
1982,2672
1088,616
1088,2351
1088,431
2047,3794
2047,2012
2047,748
2047,1499
2047,3897
2047,2064
2047,2987
1579,3173
3519,538
3519,2762
3519,769
2031,1361
2031,3409
2031,1223
2031,3791
2031,3047
2031,1273
2031,3429
2031,745
2031,3524
2031,2707
2031,3189
2031,3896
2031,3851
2031,3624
2031,3948
2031,3827
2031,3578
2031,3598
2031,3720
2031,3556
2031,3566
2031,3794
2031,3793
2031,3831
2031,2769
2031,3852
2031,3618
2031,3747
2031,3893
2031,3317
2031,3859
2031,3510
2031,3751
2031,3328
2031,3408
2031,3952
2031,3911
2031,3182
2031,3951
2031,3897
2031,3949
2031,1474
2031,1503
2031,2877
2031,317
2031,1097
2031,2926
2031,1283
2031,595
2031,1095
2031,2300
2031,922
2031,3494
2031,586
2031,1484
2031,2098
2031,3685
2031,1213
2031,2870
2031,1611
2031,1225
2031,541
2031,178
2031,627
2031,252
2031,3129
2031,3468
2031,1613
2031,3126
2031,1188
2031,3830
2031,16
1645,3877
1645,2162
1645,1920
1645,885
1645,673
1645,2
1645,2628
1645,3489
1645,653
1645,2043
1645,1073
1645,260
1141,933
1141,1474
1113,1193
1113,3685
1113,1250
5812,2524
1303,899
1303,3677
1303,3007
1303,1657
1303,186
1303,1760
1303,1894
1303,485
1303,2060
1303,3752
1303,830
1303,2792
1303,275
1303,1482
1303,2723
1303,2796
1303,2794
1303,3254
1303,2423
1303,2378
1303,2015
1303,1701
1303,2111
1303,2867
1303,2836
1303,3052
1303,3535
1303,3157
1303,838
1303,2463
1303,345
1303,3129
1303,52
1303,1279
1303,574
1303,1914
1303,2359
1303,1060
1303,1235
1303,2905
1303,2013
1303,2763
1303,1676
1303,2991
1303,3153
1303,3107
1303,1267
1303,2728
1303,2502
1303,2729
1303,101
1303,3627
1303,2959
1303,2952
1303,3897
1303,150
1303,2949
1303,2300
1303,933
1733,159
1306,63
5156,3910
1019,3633
1019,3827
146,3604
146,935
5156,1889
5156,16
5156,373
5156,1358
5156,866
5156,3420
5156,111
4834,3824
5156,3497
5156,2145
5156,3101
5156,2469
5156,1135
5156,2371
5156,2003
5156,3649
5156,2245
5156,3308
5156,3102
5156,1124
5156,3526
5156,1994
5156,3210
5156,1321
5156,1246
5156,3039
5156,3524
5156,1285
5156,1968
5156,3072
5156,2352
5156,3098
5156,1079
5156,3505
5156,2313
5156,2918
5156,3586
5156,3071
5156,1961
5156,3068
5156,1185
5156,3360
5156,1186
5156,1228
5156,318
5156,2915
5156,1101
5156,1035
5156,2112
5156,1396
5156,2000
5156,3019
5156,1466
5156,1089
5156,1234
5156,50
5156,296
5156,608
5156,2947
5156,2616
5156,996
5156,3107
5156,2023
5156,2403
5156,2353
5156,457
5156,474
